Fecha,Abre,Alto,Bajo,Cierra,BTC_Volumen,USDT_Volumen
2018-01-09,252.49,257.64,228.24,244.48,53921.90417,13345180.4614226
2018-01-10,244.56,248.99,225.05,247.63,70931.30085,16870783.6057008
2018-01-11,247.63,252.27,195.03,223.77,83842.47294,19073326.491015
2018-01-12,223.76,240.45,213.01,233.11,45676.80703,10548375.5870647
2018-01-13,233.11,263.99,232.54,257.98,42811.12858,10476151.1928371
2018-01-14,257.98,271.64,222.0,234.12,62203.40257,15137840.8726771
2018-01-15,234.26,242.31,227.6,229.5,35755.94861,8398319.5240128
2018-01-16,229.5,242.0,135.67,179.28,150044.07322,28582968.2798405
2018-01-17,179.28,198.89,136.2,182.44,155640.00921,26395093.9553367
2018-01-18,183.45,202.19,170.5,186.14,98372.75595,18512748.8931803
2018-01-19,186.21,199.0,176.04,191.42,59369.45319,11209086.5468799
2018-01-20,191.44,215.0,190.67,210.4,59162.64755,12075942.5082162
2018-01-21,210.05,210.69,180.0,190.16,64817.00761,12460823.8720531
2018-01-22,190.52,195.0,163.44,178.0,60376.3605,10811398.7705123
2018-01-23,178.0,186.42,163.02,176.98,49510.38638,8716023.1174421
2018-01-24,176.94,186.3,171.58,180.89,43298.498,7744819.2302216
2018-01-25,180.83,186.0,175.58,179.59,39819.99079,7216982.0076145
2018-01-26,179.0,183.06,165.0,177.09,49473.65655,8624749.6547423
2018-01-27,175.73,184.0,173.0,182.1,31424.8731,5654927.1489505
2018-01-28,182.11,198.0,181.7,196.74,47275.56346,8994922.7138862
2018-01-29,196.74,197.19,180.01,181.5,36900.24385,6841796.6762381
2018-01-30,181.51,181.96,160.59,168.21,56599.48048,9714236.0456283
2018-01-31,168.1,169.31,157.5,165.19,37253.63137,6066209.6768111
2018-02-01,164.83,167.2,132.0,143.69,64818.91744,9681259.4991677
2018-02-02,144.04,147.0,108.52,131.68,124193.03592,15940474.8921879
2018-02-03,131.99,166.99,120.06,160.3,143242.70975,21386022.9719593
2018-02-04,160.86,174.75,138.0,147.09,300059.19271,46812220.1772089
2018-02-05,147.29,153.96,116.6,125.17,299970.42074,40146290.0697709
2018-02-06,125.17,147.0,106.5,141.0,393108.7479,49029234.277253
2018-02-07,140.96,157.0,130.01,137.21,178588.57054,25755598.0586562
2018-02-08,137.97,143.5,137.2,142.37,3877.47235,547053.0073028
2018-02-09,142.37,164.4,142.37,163.73,65205.08736,10150897.4215024
2018-02-10,163.74,169.0,146.01,154.65,133107.16189,21097674.3139538
2018-02-11,154.62,156.1,139.0,148.28,90638.82249,13496062.2759088
2018-02-12,148.28,163.75,146.04,161.49,92515.29686,14589621.4703776
2018-02-13,161.55,162.95,152.0,159.63,76565.21628,12069558.8341741
2018-02-14,159.45,218.6,158.94,212.25,734010.6511,144508206.8909185
2018-02-15,212.25,236.66,206.5,220.64,676400.69461,150844274.5377131
2018-02-16,220.64,235.58,208.56,228.08,408040.45123,90688669.0492849
2018-02-17,228.0,232.2,222.78,228.0,190064.55131,43303634.0217707
2018-02-18,228.08,231.39,210.1,213.66,302164.90588,66870686.0898543
2018-02-19,213.23,226.5,196.0,221.44,171716.19683,37779444.7049656
2018-02-20,221.44,254.8,221.0,228.51,534334.84146,128317944.018186
2018-02-21,228.5,233.53,203.12,209.6,493443.00002,106976453.0927831
2018-02-22,209.6,222.0,188.0,192.61,396496.5489,80299085.5945632
2018-02-23,192.69,216.28,182.0,206.4,427034.15419,85820511.9191345
2018-02-24,206.38,219.0,192.3,206.5,326443.09261,67239268.0124955
2018-02-25,206.69,223.17,198.94,217.78,314689.26189,66459733.7292181
2018-02-26,218.16,232.3,214.43,218.5,408480.12476,91104241.0586588
2018-02-27,218.25,224.36,211.8,214.6,248945.78729,54293702.4471469
2018-02-28,214.94,223.71,201.5,201.86,185588.08799,39526352.1311294
2018-03-01,201.86,215.0,200.2,209.17,121521.21293,25319046.4794265
2018-03-02,209.14,214.47,203.43,212.8,89853.18198,18725901.7608705
2018-03-03,212.8,218.39,208.0,210.04,120120.98049,25787453.0950883
2018-03-04,210.0,215.34,204.5,213.19,67079.9353,14045210.1229357
2018-03-05,213.19,217.0,208.17,210.14,71680.40092,15251073.1271395
2018-03-06,210.03,210.49,191.31,196.24,130006.53725,26094574.1249549
2018-03-07,196.2,199.28,173.08,185.25,229372.21016,42660481.2231973
2018-03-08,185.33,187.5,173.69,175.24,160132.53652,28906501.3347185
2018-03-09,175.06,190.0,157.68,185.79,308773.92425,53588984.0124714
2018-03-10,185.88,194.99,174.48,176.74,187043.85418,34636318.1337597
2018-03-11,176.85,194.0,169.85,188.16,197705.66569,36114840.7437673
2018-03-12,188.16,192.88,173.58,177.8,142835.10745,26187028.2031548
2018-03-13,177.8,182.9,170.51,175.01,115964.95615,20385448.3967721
2018-03-14,175.38,177.52,156.5,160.15,151320.17882,25068333.7276699
2018-03-15,160.0,167.7,149.55,164.0,207428.04449,33196769.342339
2018-03-16,164.0,171.6,157.5,164.1,113818.45328,18718175.6100631
2018-03-17,164.12,165.96,150.2,151.75,105128.93202,16522818.8292132
2018-03-18,151.7,158.0,136.86,153.5,241693.69755,35451731.9601266
2018-03-19,153.59,163.88,150.66,161.2,171855.32008,26919936.3979844
2018-03-20,161.18,174.0,155.41,168.24,125783.56494,20695744.2247014
2018-03-21,168.5,175.88,165.22,168.54,110902.81246,18938393.1458664
2018-03-22,168.43,172.64,159.51,163.65,100604.62741,16639641.3230324
2018-03-23,163.65,169.5,156.13,168.66,80739.90111,12990746.1679419
2018-03-24,168.97,169.74,157.73,158.92,73773.75243,12109450.7169416
2018-03-25,158.81,162.89,156.75,160.01,46203.18669,7379174.8376475
2018-03-26,160.0,161.06,141.56,147.83,99508.29226,14928884.4889386
2018-03-27,147.71,149.34,134.4,135.0,103463.3891,14565091.8261918
2018-03-28,135.0,139.75,130.1,131.22,83839.85944,11261253.9955433
2018-03-29,131.31,132.6,112.51,114.7,187392.76989,22462324.1153651
2018-03-30,114.55,126.45,109.77,118.35,252079.1424,29552457.2381743
2018-03-31,118.1,124.28,115.26,116.05,128237.7884,15387597.5538793
2018-04-01,116.05,118.38,109.03,114.74,113209.88408,12890391.8863243
2018-04-02,114.97,121.71,113.54,119.05,91168.44423,10788172.8810421
2018-04-03,119.03,137.25,118.0,134.04,139283.4273,17832887.3402674
2018-04-04,133.82,134.77,115.2,118.07,168974.9795,20675256.3011942
2018-04-05,118.01,122.5,113.63,118.26,125611.59831,14846290.0853157
2018-04-06,118.41,120.15,111.31,112.79,83137.97172,9505959.6845077
2018-04-07,112.7,119.72,112.19,115.8,73178.28817,8566752.716085
2018-04-08,115.8,118.49,115.34,117.55,42540.37579,4974656.4731248
2018-04-09,117.8,122.99,112.48,114.79,98639.79044,11532234.0797271
2018-04-10,114.62,115.26,111.25,114.25,54554.53212,6206852.1414788
2018-04-11,114.25,119.59,112.92,118.4,62636.41007,7213019.4088165
2018-04-12,118.4,130.9,112.92,129.67,232191.22828,28190785.7506257
2018-04-13,129.62,133.98,123.55,125.1,187842.6214,24181800.3331126
2018-04-14,125.28,129.71,124.0,126.4,77108.42942,9769310.9978311
2018-04-15,126.4,132.99,126.4,132.45,61105.32594,7961965.4857982
2018-04-16,132.45,133.49,124.88,128.96,86544.7505,11079471.4220603
2018-04-17,128.76,140.5,128.73,132.09,165601.88021,22412227.673706
2018-04-18,132.1,141.43,131.5,140.36,100942.78845,13851175.1481397
2018-04-19,140.36,147.48,138.51,146.71,97431.94319,13912412.5567414
2018-04-20,146.5,156.49,142.62,155.71,139102.83366,20855523.2936825
2018-04-21,155.5,156.94,139.8,148.4,150940.43752,22447754.9033859
2018-04-22,148.38,153.14,144.26,146.38,84286.7952,12575028.7297887
2018-04-23,146.38,153.67,145.8,152.56,73891.75771,11150207.8126644
2018-04-24,152.57,166.29,152.44,164.78,172718.06809,27854951.3786353
2018-04-25,164.23,164.79,141.85,144.75,192757.19523,29132512.5484067
2018-04-26,144.74,154.84,142.0,153.19,98478.86456,14546459.9503014
2018-04-27,153.19,153.8,144.44,144.9,95174.33853,14304916.6332068
2018-04-28,145.66,153.74,144.49,152.1,80642.67696,12143970.520831
2018-04-29,151.89,156.87,148.0,153.5,93443.5302,14243367.2391579
2018-04-30,153.51,154.9,147.0,148.37,92445.57179,13941608.9401959
2018-05-01,148.36,148.89,142.44,148.29,88367.51511,12837335.3636292
2018-05-02,148.28,153.76,146.21,151.58,76486.25106,11423470.3660189
2018-05-03,151.58,165.04,150.0,161.38,190732.67746,30112567.145561
2018-05-04,161.17,172.1,157.1,169.44,175174.34128,28741709.5411218
2018-05-05,169.2,184.67,168.13,179.04,226947.81755,40162226.1897107
2018-05-06,178.86,184.98,164.8,172.32,198191.57381,34339687.6789242
2018-05-07,172.1,172.81,157.3,164.59,170523.83579,27962061.8886187
2018-05-08,164.52,168.66,155.05,158.89,113315.93625,18364526.2249747
2018-05-09,159.0,160.32,150.0,156.72,96837.57036,15104252.6264625
2018-05-10,156.75,160.9,147.22,148.16,87015.41914,13514823.4659391
2018-05-11,148.11,148.5,132.97,136.32,147425.60375,20808982.5812941
2018-05-12,136.32,144.47,130.32,141.57,91975.31387,12746995.4956026
2018-05-13,141.43,146.89,136.1,144.24,89476.86723,12691439.0502664
2018-05-14,144.19,152.95,134.19,147.42,171489.17098,24597937.5000752
2018-05-15,147.1,149.67,136.91,139.35,105112.90271,15094108.7820616
2018-05-16,139.34,140.86,133.5,138.92,70852.18798,9700453.2934643
2018-05-17,138.91,141.5,131.0,132.31,58209.5848,7947073.0172865
2018-05-18,132.07,137.49,128.0,135.95,66556.79304,8827432.3250056
2018-05-19,135.95,137.77,132.6,134.95,37830.56861,5116578.0908463
2018-05-20,134.89,141.0,132.5,139.64,47003.82267,6479741.684577
2018-05-21,139.63,140.25,133.43,134.25,43516.2189,5933499.3017232
2018-05-22,134.25,136.25,127.31,127.89,41745.53907,5488322.5817258
2018-05-23,127.9,129.35,115.83,118.37,107080.51483,13059496.1883638
2018-05-24,118.29,124.85,114.7,122.58,79220.48706,9517575.3548192
2018-05-25,122.65,124.58,116.63,118.87,98242.40331,11733268.4752952
2018-05-26,118.78,122.46,117.18,118.45,121594.2696,14597965.932781
2018-05-27,118.35,119.0,116.58,117.71,119072.15578,13992547.5463088
2018-05-28,117.72,118.97,110.0,110.82,75142.06687,8624420.8184044
2018-05-29,110.66,122.71,109.41,119.28,70835.89135,8344414.0791855
2018-05-30,119.52,122.73,114.69,117.18,47541.06432,5657430.3361023
2018-05-31,117.18,121.01,116.04,118.25,55831.28616,6646626.5351379
2018-06-01,118.25,120.4,116.62,120.19,51605.41534,6128372.2864044
2018-06-02,120.19,124.5,118.66,123.44,45059.33298,5504755.4425296
2018-06-03,123.44,127.98,122.23,125.33,52884.48398,6636628.9044011
2018-06-04,125.07,127.01,118.0,119.77,59686.2455,7227010.0950593
2018-06-05,119.77,122.6,115.77,122.18,48879.6275,5823546.8693892
2018-06-06,122.2,122.94,118.0,121.61,36817.66091,4450435.1276919
2018-06-07,121.63,123.84,119.4,121.54,39573.29608,4812926.9252882
2018-06-08,121.56,122.18,118.04,119.68,28982.19754,3468451.5544842
2018-06-09,119.9,120.93,116.7,117.4,17060.66336,2035221.8030919
2018-06-10,117.25,117.47,102.75,106.48,88683.19352,9692900.3365471
2018-06-11,106.5,108.42,102.7,107.2,56836.22735,6006747.920507
2018-06-12,107.2,107.86,94.05,99.68,73444.59887,7540691.1212508
2018-06-13,99.68,100.45,86.71,93.37,168148.05693,15894051.7971939
2018-06-14,93.4,102.87,91.65,100.88,177889.85806,17309706.9493822
2018-06-15,100.89,100.98,94.49,95.5,155895.24619,15253287.6609214
2018-06-16,95.5,97.58,92.68,96.66,130013.99526,12447952.5384872
2018-06-17,96.65,98.2,94.51,94.95,119733.09263,11542696.5672782
2018-06-18,94.95,99.88,92.89,98.7,161804.46253,15517726.7643408
2018-06-19,98.79,120.0,96.91,98.67,130065.51125,12839843.2750858
2018-06-20,98.67,99.13,95.21,97.72,141985.64173,13782651.3579555
2018-06-21,97.72,99.3,96.0,96.72,137564.825,13359242.491736
2018-06-22,96.74,96.87,80.02,84.8,232108.91398,20336007.6290002
2018-06-23,84.75,86.77,81.31,82.73,165849.75562,13847070.9212274
2018-06-24,82.76,83.63,73.22,80.37,250304.81918,19659622.6025612
2018-06-25,80.46,84.38,78.55,81.48,164736.37327,13384187.7377008
2018-06-26,81.48,81.99,75.0,75.54,118123.18034,9353924.3990311
2018-06-27,75.63,81.75,74.87,80.6,139175.33409,10907247.0625975
2018-06-28,80.71,81.43,73.89,74.05,179829.06566,14111508.6826739
2018-06-29,74.24,80.79,72.15,78.94,182184.86448,13628167.3719328
2018-06-30,78.94,84.59,78.84,81.33,170407.29923,13873276.6907395
2018-07-01,81.34,81.83,77.73,79.95,145195.40481,11578099.2779205
2018-07-02,79.96,87.06,78.11,85.36,171028.13169,14148269.2234263
2018-07-03,85.36,90.0,83.64,85.09,192538.98749,16697670.121509
2018-07-04,84.87,89.01,83.98,85.28,119209.87857,10301557.5862838
2018-07-05,85.23,87.11,81.77,83.33,170561.63319,14375938.528664
2018-07-06,83.26,84.23,80.67,83.1,156241.98721,12927067.5168636
2018-07-07,83.1,85.35,79.4,84.79,161497.86946,13194718.2053427
2018-07-08,84.88,85.7,81.81,82.22,151162.89899,12714183.7492641
2018-07-09,82.26,83.12,79.8,80.46,164942.79095,13486143.2798038
2018-07-10,80.58,80.62,74.25,75.81,211707.97169,16301339.7445156
2018-07-11,75.79,80.98,75.31,78.18,192182.00671,14878690.4379341
2018-07-12,78.18,78.25,74.0,76.79,181966.74235,13812292.3279434
2018-07-13,76.82,78.6,74.96,76.53,167655.26932,12912109.6754353
2018-07-14,76.52,77.5,75.37,76.18,142798.45441,10889163.0562266
2018-07-15,76.19,79.5,75.1,78.54,149955.80081,11604880.68028
2018-07-16,78.54,84.28,77.6,83.49,182917.22074,14849320.6163774
2018-07-17,83.65,90.0,81.3,89.06,204689.47756,17424042.8957612
2018-07-18,88.99,94.41,84.2,86.21,207474.92801,18644932.145683
2018-07-19,86.26,89.0,84.8,86.0,154334.95177,13363247.479054
2018-07-20,86.1,86.69,80.72,81.87,172067.63126,14427924.6324704
2018-07-21,81.84,84.93,79.5,83.44,134142.44869,11093940.8247099
2018-07-22,83.42,84.2,81.78,82.21,137457.8165,11406970.0475816
2018-07-23,82.2,85.96,81.1,81.38,143669.03549,12017252.0703626
2018-07-24,81.43,89.79,80.79,89.12,207891.17573,17982460.0146273
2018-07-25,89.02,90.75,84.81,86.38,164176.79921,14305114.7484705
2018-07-26,86.38,87.9,82.75,83.37,151787.8452,13102178.265579
2018-07-27,83.51,85.12,81.37,84.39,158734.44422,13246486.8508777
2018-07-28,84.39,84.7,82.26,84.07,124974.4699,10466944.3885658
2018-07-29,84.1,85.38,83.22,83.85,119512.7544,10028538.8565991
2018-07-30,83.89,84.62,79.76,82.18,146947.05011,12152782.1732837
2018-07-31,82.16,82.63,76.02,78.69,157911.8041,12489474.2961049
2018-08-01,78.91,79.06,75.78,77.53,139634.79769,10805717.3092267
2018-08-02,77.62,78.46,75.33,76.11,134458.4997,10335329.4233413
2018-08-03,76.16,77.84,74.66,77.7,141502.8987,10755649.4894646
2018-08-04,77.63,78.15,72.1,73.13,148949.16457,11228478.3691647
2018-08-05,73.06,74.73,72.23,74.61,133945.84351,9870760.383583
2018-08-06,74.6,76.7,72.35,73.62,137607.07273,10218380.652637
2018-08-07,73.67,75.24,66.58,67.35,164019.46827,11907649.7705943
2018-08-08,67.32,67.49,60.8,62.13,185720.38797,11974283.3683025
2018-08-09,62.13,64.94,60.0,62.89,179209.22762,11263053.9221285
2018-08-10,62.84,63.14,58.12,59.16,181493.85537,11133870.1528231
2018-08-11,59.16,59.98,55.0,57.6,195460.35141,11141417.3558336
2018-08-12,57.73,61.55,57.02,59.32,173455.18347,10331214.5582386
2018-08-13,59.21,60.61,55.52,56.44,192384.17619,11164711.9247184
2018-08-14,56.5,56.5,49.2,54.24,230722.82945,11992181.1969879
2018-08-15,54.26,59.2,53.7,54.32,232565.44512,13029652.1463702
2018-08-16,54.32,57.58,54.06,55.29,153625.58485,8558558.0436344
2018-08-17,55.32,61.89,54.99,61.75,230326.37031,13405002.8651858
2018-08-18,61.79,62.31,55.12,57.04,205917.54266,11969875.7158708
2018-08-19,57.04,58.98,56.1,57.67,183235.7261,10508700.8036626
2018-08-20,57.79,58.5,53.18,53.39,220297.28735,12325875.738144
2018-08-21,53.39,56.82,53.21,56.42,176189.09409,9710200.6576136
2018-08-22,56.43,59.75,53.82,55.14,243024.91246,13791753.7616232
2018-08-23,55.15,57.89,54.8,57.29,168194.87364,9382986.3347497
2018-08-24,57.3,58.36,55.5,57.82,162850.08326,9285143.5188117
2018-08-25,57.88,58.38,56.93,57.89,141200.40986,8154031.6819145
2018-08-26,57.88,58.08,55.74,56.99,149004.51461,8456358.2434211
2018-08-27,57.05,61.17,56.52,60.61,173547.49618,10042122.8798607
2018-08-28,60.69,63.74,59.65,63.13,213926.35247,13093911.4322786
2018-08-29,63.12,63.4,60.14,61.41,185484.94761,11486407.6211692
2018-08-30,61.52,61.65,58.55,60.23,179589.13646,10761861.6166235
2018-08-31,60.13,62.75,59.55,62.04,176396.73591,10744055.1253341
2018-09-01,62.04,67.93,61.97,66.49,210232.08113,13646887.0324832
2018-09-02,66.45,67.3,64.15,66.21,180336.18966,11838318.6165133
2018-09-03,66.21,66.55,64.21,65.44,162189.69577,10569362.8786437
2018-09-04,65.5,69.45,65.36,67.6,220730.4701,14960889.6771891
2018-09-05,67.63,68.36,57.61,57.82,331321.57394,20765379.8883325
2018-09-06,57.71,57.89,53.96,57.61,251529.33699,14014155.38678
2018-09-07,57.61,58.53,55.0,55.66,193929.61889,10983095.9540696
2018-09-08,55.63,57.22,51.87,53.07,187659.63017,10323291.9059615
2018-09-09,53.09,56.72,52.2,54.74,208940.08803,11413319.2266282
2018-09-10,54.79,56.59,53.03,54.34,226840.05414,12366211.0596521
2018-09-11,54.34,54.75,49.74,52.04,239830.95074,12670927.0607934
2018-09-12,52.01,52.14,47.21,51.69,276375.64336,13756255.4351725
2018-09-13,51.69,55.49,51.66,54.44,232884.22924,12514995.482319
2018-09-14,54.49,59.0,52.83,56.24,279002.97525,15505362.5990428
2018-09-15,56.21,58.73,55.61,56.22,236098.10118,13554456.1074499
2018-09-16,56.22,57.55,54.35,56.75,193175.78497,10857782.7359343
2018-09-17,56.75,57.85,51.37,52.07,256476.30399,14029350.8701683
2018-09-18,52.06,55.52,50.41,53.96,224751.4303,11874091.7786288
2018-09-19,53.93,55.28,51.62,54.27,228844.25202,12289753.5187398
2018-09-20,54.33,57.42,53.28,56.53,194009.04757,10587308.0472446
2018-09-21,56.52,62.73,56.33,60.83,323523.44211,18976330.1438477
2018-09-22,60.82,61.9,58.0,60.65,210861.69481,12631718.4569846
2018-09-23,60.58,63.82,59.86,61.38,244808.34389,15089323.8147346
2018-09-24,61.36,61.56,57.02,58.01,231626.38896,13624552.6226588
2018-09-25,58.03,58.16,54.25,57.61,279946.32153,15753483.0913105
2018-09-26,57.57,59.85,56.4,57.18,226177.44005,13066635.7611178
2018-09-27,57.25,65.67,56.58,63.28,496070.9006,30665922.1148864
2018-09-28,63.25,65.0,60.14,61.95,306042.00886,19128678.5769378
2018-09-29,61.95,62.34,58.95,61.61,206352.47293,12577562.1807731
2018-09-30,61.61,63.0,59.81,61.21,224746.26092,13734703.9417407
2018-10-01,61.19,62.09,59.51,60.45,189136.61486,11484878.1829783
2018-10-02,60.47,61.8,59.02,59.46,190207.92017,11489099.1894847
2018-10-03,59.42,59.66,56.67,57.56,199293.42312,11515193.8373846
2018-10-04,57.6,59.4,57.39,58.42,164171.36993,9643908.9132993
2018-10-05,58.43,59.85,57.65,58.93,152016.10897,8865509.4448689
2018-10-06,58.88,59.17,56.92,57.96,146487.74108,8512401.7290898
2018-10-07,57.98,58.64,56.88,58.33,137742.58904,7971910.2958602
2018-10-08,58.32,60.26,57.63,59.66,178247.28353,10499302.7273968
2018-10-09,59.65,59.84,58.29,59.03,156778.85225,9264677.0282078
2018-10-10,59.02,59.18,57.37,58.46,156144.05481,9074909.8197375
2018-10-11,58.43,58.66,50.62,51.36,269784.69405,14307677.1493092
2018-10-12,51.31,54.26,50.87,53.74,204719.86413,10863354.9131566
2018-10-13,53.7,54.88,53.2,54.05,162360.69862,8771145.0818299
2018-10-14,54.06,54.44,52.11,52.61,173244.35474,9306172.1147422
2018-10-15,52.61,61.86,52.17,56.16,380967.73216,21747320.2475761
2018-10-16,56.15,57.34,54.71,55.54,178767.67022,9988474.0004034
2018-10-17,55.54,55.72,54.32,55.27,189501.34735,10451967.889007
2018-10-18,55.31,55.85,53.0,53.53,163778.72064,8907285.9636503
2018-10-19,53.53,54.74,53.31,53.71,131153.05917,7061519.0366258
2018-10-20,53.68,54.65,53.28,54.28,134248.62479,7246667.2003764
2018-10-21,54.27,54.9,53.44,53.61,139868.39748,7580763.3297482
2018-10-22,53.62,54.16,52.67,53.12,113096.19471,6044482.1308859
2018-10-23,53.12,53.97,52.53,53.33,56502.9476,3006380.2184277
2018-10-24,53.34,53.92,53.0,53.11,50279.98528,2684802.8934149
2018-10-25,53.12,53.27,52.52,52.84,43215.95472,2287144.4417594
2018-10-26,52.81,53.55,52.23,52.56,49669.65386,2623371.2515115
2018-10-27,52.6,53.08,51.72,52.25,39585.13085,2075854.6261564
2018-10-28,52.25,52.66,51.7,52.07,35288.39702,1838724.3862475
2018-10-29,52.1,52.26,48.17,49.21,93056.55633,4660386.8668885
2018-10-30,49.16,49.96,49.02,49.34,41869.78433,2069910.6907136
2018-10-31,49.35,50.71,47.71,49.93,59069.9364,2926931.182231
2018-11-01,49.94,50.85,49.78,50.61,40743.54904,2044481.6283927
2018-11-02,50.63,52.2,50.56,51.78,55439.54227,2853112.5898938
2018-11-03,51.78,51.81,50.6,51.04,44526.44126,2280110.5089847
2018-11-04,51.09,56.33,50.77,54.6,131563.2191,7106100.759797
2018-11-05,54.6,55.15,53.01,53.91,71425.68187,3841003.0724431
2018-11-06,53.93,56.88,53.87,56.48,82733.19375,4543573.2471019
2018-11-07,56.44,56.92,53.52,54.47,96697.10571,5343582.6991728
2018-11-08,54.49,55.12,52.42,52.72,71785.25117,3845880.2935037
2018-11-09,52.7,53.15,51.62,52.25,54807.00008,2873957.5317537
2018-11-10,52.28,53.08,51.97,52.48,37947.99062,1994759.2672652
2018-11-11,52.47,52.57,49.79,51.46,66550.49463,3407022.15279
2018-11-12,51.5,52.04,50.59,51.26,60038.96458,3075503.9229793
2018-11-13,51.26,51.66,49.6,50.43,63966.88343,3255168.879664
2018-11-14,50.41,51.08,42.0,45.05,307943.67228,13948978.8933711
2018-11-15,45.05,45.8,40.4,44.78,239147.14363,10442471.6269976
2018-11-16,44.78,44.95,42.38,42.89,126959.9343,5526205.6703331
2018-11-17,42.89,42.94,41.92,42.43,64923.26975,2748488.2839843
2018-11-18,42.46,43.84,42.11,42.61,69727.51818,2991350.2245596
2018-11-19,42.63,42.65,35.94,37.07,266627.8181,10193547.6518018
2018-11-20,37.11,38.8,31.47,33.8,481972.20552,16734732.4018969
2018-11-21,33.71,35.38,32.17,35.15,307689.28614,10447986.7251629
2018-11-22,35.17,35.68,31.84,32.11,140470.92969,4791952.8493514
2018-11-23,32.09,33.81,31.1,32.74,178263.37599,5763152.7094353
2018-11-24,32.74,34.3,29.07,29.73,175080.65021,5486899.3643201
2018-11-25,29.72,32.93,27.7,31.49,330712.41278,9875455.0267542
2018-11-26,31.51,32.88,28.66,30.18,346087.77239,10650151.26109
2018-11-27,30.18,32.16,29.05,31.61,194024.5309,5911546.9844789
2018-11-28,31.62,36.51,31.39,34.74,261988.56211,8934592.4563842
2018-11-29,34.74,36.0,33.08,33.88,206424.03941,7091338.8885229
2018-11-30,33.9,34.53,31.07,32.21,182324.55561,5934596.3999476
2018-12-01,32.19,35.1,31.38,34.17,130601.17527,4373049.6516537
2018-12-02,34.11,35.24,33.21,33.82,126562.51308,4314174.8406725
2018-12-03,33.81,33.97,30.08,30.9,160953.47619,5107201.1187242
2018-12-04,30.92,32.25,29.87,31.13,125624.10065,3938334.4457955
2018-12-05,31.14,31.4,29.15,29.27,122536.95919,3686632.3658405
2018-12-06,29.28,30.49,26.25,26.78,186020.5287,5318278.7153886
2018-12-07,26.74,26.94,22.32,24.91,344334.77132,8550497.2274868
2018-12-08,24.88,26.63,22.89,24.22,272026.24012,6669827.4592307
2018-12-09,24.23,26.75,24.2,25.37,185392.27774,4728009.3049824
2018-12-10,25.37,25.82,23.67,24.14,159523.3339,3913245.9562269
2018-12-11,24.15,24.63,22.94,23.41,116912.31068,2774102.4887662
2018-12-12,23.4,24.98,23.2,24.13,116697.01621,2839522.3254574
2018-12-13,24.13,24.29,22.91,23.08,101343.24553,2391795.1552609
2018-12-14,23.06,23.76,22.5,23.34,115451.19357,2669993.897385
2018-12-15,23.33,24.06,23.09,23.6,114346.73652,2696112.2014415
2018-12-16,23.59,26.96,23.48,25.52,284638.36643,7367653.6178438
2018-12-17,25.51,30.3,25.43,28.95,415677.55009,11734862.3593704
2018-12-18,28.97,30.15,27.39,29.89,241540.21994,6940548.103116
2018-12-19,29.89,31.55,28.51,28.83,464104.88134,13967868.6904562
2018-12-20,28.83,32.76,28.52,32.18,347428.50187,10702281.6625123
2018-12-21,32.18,32.87,29.55,30.29,222927.66345,6941800.3395846
2018-12-22,30.29,31.49,29.7,31.33,106033.33577,3234572.7694072
2018-12-23,31.29,33.84,31.09,32.97,255561.72891,8317118.2252661
2018-12-24,32.98,36.12,32.17,32.68,305504.74498,10561724.7698791
